Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room,Department
,,,,Discussion,30629D,34.0,1:00-1:50pm,Friday,20.0,0.0,0.0,,DEN@Viterbi,CSCI
,,,,Discussion,30631R,48.0,1:00-1:50pm,Friday,82.0,0.0,0.0,,OHE132,CSCI
CSCI-561,Foundations of Artificial Intelligence,,4.0 units,Lecture,30202D,48.0,5:00-7:20pm,Wednesday,240.0,0.0,0.0,Wei-Min Shen,SGM124,CSCI
,,,,Discussion,30295R,48.0,7:30-8:20pm,Wednesday,240.0,0.0,0.0,,SGM124,CSCI
,,,,Quiz,29981R,48.0,TBA,,240.0,0.0,0.0,,OFFICE,CSCI
,,,,Lecture,30079D,34.0,5:00-7:20pm,Wednesday,30.0,0.0,0.0,Wei-Min Shen,DEN@Viterbi,CSCI
,,,,Discussion,30305R,34.0,7:30-8:20pm,Wednesday,30.0,0.0,0.0,,DEN@Viterbi,CSCI
,,,,Quiz,29982R,34.0,TBA,,30.0,0.0,0.0,,DEN@Viterbi,CSCI
CSCI-566,Deep Learning and Its Applications,,4.0 units,Lecture,30122D,48.0,6:00-9:20pm,Tuesday,315.0,0.0,0.0,Yan Liu,THH101,CSCI
CSCI-567,Machine Learning,,4.0 units,Lecture,29995D,48.0,2:00-4:20pm,Friday,240.0,0.0,0.0,,SGM124,CSCI
,,,,Discussion,30151R,48.0,4:30-5:20pm,Friday,240.0,0.0,0.0,,SGM124,CSCI
,,,,Quiz,29984R,48.0,TBA,,240.0,0.0,0.0,,OFFICE,CSCI
,,,,Lecture,30259D,34.0,2:00-4:20pm,Friday,30.0,0.0,0.0,,DEN@Viterbi,CSCI
,,,,Discussion,30272R,34.0,4:30-5:20pm,Friday,30.0,0.0,0.0,,DEN@Viterbi,CSCI
,,,,Quiz,29985R,34.0,TBA,,30.0,0.0,0.0,,DEN@Viterbi,CSCI
CSCI-570,Analysis of Algorithms,,4.0 units,Lecture,30101D,48.0,5:00-7:20pm,Monday,330.0,0.0,0.0,Shahriar Shamsian,SGM123,CSCI
,,,,Discussion,29928R,48.0,7:30-8:20pm,Monday,330.0,0.0,0.0,,SGM123,CSCI
,,,,Quiz,29923R,48.0,6:00-8:20pm,Friday,330.0,0.0,0.0,,TBD,CSCI
,,,,Lecture,30102D,48.0,5:00-7:20pm,Wednesday,330.0,0.0,0.0,Shahriar Shamsian,SGM123,CSCI
,,,,Discussion,30342R,48.0,7:30-8:20pm,Wednesday,330.0,0.0,0.0,,SGM123,CSCI
,,,,Quiz,30379R,48.0,6:00-8:20pm,Friday,330.0,0.0,0.0,,TBD,CSCI
,,,,Lecture,30099D,34.0,5:00-7:20pm,Wednesday,30.0,0.0,0.0,Shahriar Shamsian,DEN@Viterbi,CSCI
,,,,Discussion,30253R,34.0,7:30-8:20pm,Wednesday,30.0,0.0,0.0,,DEN@Viterbi,CSCI
,,,,Quiz,30152R,34.0,6:00-8:20pm,Friday,30.0,0.0,0.0,,DEN@Viterbi,CSCI
,,,,Lecture,30290D,48.0,3:30-5:50pm,Tuesday,30.0,0.0,0.0,Mate Szabo,WPH203,CSCI
,,,,Discussion,30291R,48.0,6:00-6:50pm,Tuesday,120.0,0.0,0.0,,SAL101,CSCI
,,,,Quiz,30292R,48.0,6:00-8:20pm,Friday,120.0,0.0,0.0,,TBD,CSCI
CSCI-571,Web Technologies,,4.0 units,Lecture,30221D,48.0,5:00-6:50pm,"Tue, Thu",240.0,0.0,0.0,Marco Papa,SGM124,CSCI
,,,,Lecture,30143D,48.0,7:00-8:50pm,"Tue, Thu",240.0,0.0,0.0,Marco Papa,SGM124,CSCI
,,,,Lecture,30177D,34.0,5:00-6:50pm,"Tue, Thu",30.0,0.0,0.0,Marco Papa,DEN@Viterbi,CSCI
CSCI-572,Information Retrieval and Web Search Engines,,4.0 units,Lecture,30059D,48.0,5:00-8:20pm,Thursday,330.0,0.0,0.0,Sathyanaraya Raghavachary,SGM123,CSCI
,,,,Lecture,30349D,48.0,5:00-8:20pm,Tuesday,330.0,0.0,0.0,,SGM123,CSCI
,,,,Lecture,30060D,34.0,5:00-8:20pm,Thursday,30.0,0.0,0.0,Sathyanaraya Raghavachary,DEN@Viterbi,CSCI
CSCI-576,Multimedia Systems Design,,4.0 units,Lecture,30225D,48.0,6:00-9:20pm,Monday,240.0,0.0,0.0,Parag Havaldar,SGM124,CSCI
,,,,Lecture,30224D,34.0,6:00-9:20pm,Monday,30.0,0.0,0.0,Parag Havaldar,DEN@Viterbi,CSCI
CSCI-580,3-D Graphics and Rendering,,4.0 units,Lecture,30250D,48.0,12:30-1:50pm,"Tue, Thu",95.0,0.0,0.0,Ulrich Neumann,SOSB2,CSCI
,,,,Discussion,29935R,48.0,3:30-4:20pm,Tuesday,95.0,0.0,0.0,,HAR101,CSCI
,,,,Lecture,30142D,48.0,4:00-5:50pm,"Tue, Thu",48.0,0.0,0.0,,KAP146,CSCI
CSCI-585,Database Systems,C,4.0 units,Lecture,30150D,48.0,2:00-4:20pm,Friday,330.0,0.0,0.0,Shahram Ghandeharizadeh,SGM123,CSCI
,,,,Discussion,30308R,48.0,4:30-5:20pm,Friday,330.0,0.0,0.0,,SGM123,CSCI
,,,,Quiz,30371R,48.0,TBA,,330.0,0.0,0.0,,OFFICE,CSCI
,,,,Lecture,30366D,48.0,5:00-7:20pm,Tuesday,330.0,0.0,0.0,Sathyanaraya Raghavachary,,CSCI
,,,,Discussion,30367R,48.0,7:30-8:20pm,Tuesday,330.0,0.0,0.0,,,CSCI
,,,,Quiz,30368R,48.0,3:00-4:50pm,Friday,330.0,0.0,0.0,,TBD,CSCI
,,,,Lecture,30149D,34.0,2:00-4:20pm,Friday,30.0,0.0,0.0,Shahram Ghandeharizadeh,DEN@Viterbi,CSCI
,,,,Discussion,30092R,34.0,4:30-5:20pm,Friday,30.0,0.0,0.0,,DEN@Viterbi,CSCI
,,,,Quiz,30148R,34.0,TBA,,30.0,0.0,0.0,,OFFICE,CSCI
CSCI-591,Computer Science Research Colloquium,,"1.0 units, max 2",Lecture,29965D,48.0,10:00-11:50am,"Mon, Wed",75.0,0.0,0.0,Nenad Medvidovic,OHE136,CSCI
,,,,Lecture,30157D,34.0,10:00-11:50am,"Mon, Wed",30.0,0.0,0.0,Nenad Medvidovic,DEN@Viterbi,CSCI
CSCI-611,Mathematics of High-Dimensional Data,P,4.0 units,Lecture,30401R,48.0,10:00-11:50am,"Mon, Wed",40.0,0.0,0.0,Mahdi Soltanolkotabi,THH118,CSCI
CSCI-612,Optimization for the Information and Data Sciences,P,4.0 units,Lecture,30999R,48.0,3:30-5:20pm,"Mon, Wed",60.0,0.0,0.0,Mahdi Soltanolkotabi,THH102,CSCI
,,,,Discussion,31002R,48.0,TBA,,60.0,0.0,0.0,,OFFICE,CSCI
CSCI-626,Text as Data,,4.0 units,Lecture,52750D,1.0,2:00-5:50pm,Thursday,21.0,0.0,0.0,Morteza Dehghani,SGM911,CSCI
CSCI-651,Advanced Computer Networking,PMC,4.0 units,Lecture,30131D,48.0,10:00-11:50am,"Mon, Wed",15.0,0.0,0.0,John Heidemann,OHE100D,CSCI
CSCI-653,High Performance Computing and Simulations,P,4.0 units,Lecture,30072D,48.0,2:00-3:50pm,"Mon, Wed",30.0,0.0,0.0,Aiichiro Nakano,THH108,CSCI
CSCI-654,Crafting a Research Agenda,,4.0 units,Lecture,30073D,48.0,10:00-11:50am,"Mon, Wed",30.0,0.0,0.0,Barath Raghavan,DMC258,CSCI
CSCI-658,Diagnosis and Design of Reliable Digital Systems,,4.0 units,Lecture,30787R,48.0,12:00-3:50pm,Saturday,60.0,0.0,0.0,Moe Tabar,GFS101,CSCI
CSCI-659,Introduction to Online Optimization,,4.0 units,Lecture,30071D,48.0,1:00-4:20pm,Friday,30.0,0.0,0.0,Haipeng Luo,KAP158,CSCI
CSCI-662,Advanced Natural Language Processing,C,4.0 units,Lecture,30240D,48.0,10:00-11:50am,"Mon, Wed",35.0,0.0,0.0,Jonathan May,DMC261,CSCI
CSCI-670,Advanced Analysis of Algorithms,PC,4.0 units,Lecture,30236D,48.0,2:00-3:50pm,"Mon, Wed",60.0,0.0,0.0,Ming-Deh Huang,THH114,CSCI
CSCI-675,Convex and Combinatorial Optimization,P,4.0 units,Lecture,30069D,48.0,3:30-5:20pm,"Mon, Wed",30.0,0.0,0.0,Shaddin Dughmi,GFS222,CSCI
CSCI-677,Advanced Computer Vision,,4.0 units,Lecture,30228D,48.0,4:00-5:50pm,"Tue, Thu",70.0,0.0,0.0,Ramakant Nevatia,OHE136,CSCI
,,,,Lecture,30229D,34.0,4:00-5:50pm,"Tue, Thu",20.0,0.0,0.0,Ramakant Nevatia,DEN@Viterbi,CSCI
CSCI-697,Seminar in Computer Science Research,MC,"1.0 units, max 2",Lecture,30176D,48.0,12:00-12:50pm,Monday,150.0,0.0,0.0,Maja Mataric,MHP101,CSCI
MATH-040x,Basic Mathematical Skills,,4.0 units,Lecture,39407R,1.0,9:00-9:50am,MWF,30.0,0.0,0.0,,THH214,MATH
,,,,Discussion,39408R,1.0,9:00-9:50am,"Tue, Thu",30.0,0.0,0.0,,KAP148,MATH
MATH-108g,Contemporary Precalculus,P,4.0 units,Lecture,39403R,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,DMC100,MATH
,,,,Discussion,39401R,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,VHE214,MATH
,,,,Discussion,39402R,1.0,3:00-3:50pm,"Tue, Thu",24.0,0.0,0.0,,VHE214,MATH
,,,,Lecture,39406R,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,THH301,MATH
,,,,Discussion,39404R,1.0,10:00-10:50am,"Tue, Thu",25.0,0.0,0.0,,KAP167,MATH
,,,,Discussion,39405R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,KAP167,MATH
MATH-114xg,Foundations of Statistics,P,4.0 units,Lecture,39410R,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,WPHB28,MATH
,,,,Discussion,39411R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,KAP113,MATH
,,,,Discussion,39412R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,KAP113,MATH
,,,,Lecture,39413R,1.0,2:00-2:50pm,MWF,49.0,0.0,0.0,,MHPB7B,MATH
,,,,Discussion,39414R,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,DMC109,MATH
,,,,Discussion,39415R,1.0,3:00-3:50pm,"Tue, Thu",24.0,0.0,0.0,,DMC109,MATH
MATH-117g,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39419R,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,KAP146,MATH
,,,,Discussion,39420R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,THH214,MATH
,,,,Discussion,39421R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,THH214,MATH
,,,,Lecture,39422R,1.0,2:00-2:50pm,MWF,48.0,0.0,0.0,,KAP146,MATH
,,,,Discussion,39423R,1.0,10:00-10:50am,"Tue, Thu",24.0,0.0,0.0,,KAP113,MATH
,,,,Discussion,39424R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,KAP113,MATH
MATH-118xg,Calculus for Business and Economics,P,4.0 units,Lecture,39429R,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,ZHS163,MATH
,,,,Discussion,39430R,1.0,10:00-10:50am,"Tue, Thu",25.0,0.0,0.0,,KAP159,MATH
,,,,Discussion,39431R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,KAP159,MATH
,,,,Lecture,39432R,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,SOSB44,MATH
,,,,Discussion,39433R,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,DMC201,MATH
,,,,Discussion,39434R,1.0,3:00-3:50pm,"Tue, Thu",24.0,0.0,0.0,,DMC201,MATH
,,,,Lecture,39435R,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,DMC100,MATH
,,,,Discussion,39436R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP166,MATH
,,,,Discussion,39437R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP166,MATH
,,,,Lecture,39438R,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,SGM601,MATH
,,,,Discussion,39439R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,KAP159,MATH
,,,,Discussion,39440R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,KAP159,MATH
,,,,Lecture,39441R,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,SGM601,MATH
,,,,Discussion,39442R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,KAP165,MATH
,,,,Discussion,39443R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,KAP165,MATH
,,,,Lecture,39444R,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,ZHS352,MATH
,,,,Discussion,39445R,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP165,MATH
,,,,Discussion,39446R,1.0,3:00-3:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP165,MATH
,,,,Lecture,39450R,1.0,1:00-1:50pm,MWF,49.0,0.0,0.0,,ZHS252,MATH
,,,,Discussion,39451R,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP167,MATH
,,,,Discussion,39452R,1.0,3:00-3:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP167,MATH
,,,,Lecture,39453R,1.0,2:00-2:50pm,MWF,49.0,0.0,0.0,,KDC235,MATH
,,,,Discussion,39454R,1.0,10:00-10:50am,"Tue, Thu",25.0,0.0,0.0,,KAP166,MATH
,,,,Discussion,39455R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,KAP166,MATH
,,,,Lecture,39492R,1.0,1:00-1:50pm,MWF,49.0,0.0,0.0,,WPHB28,MATH
,,,,Discussion,39493R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP113,MATH
,,,,Discussion,39494R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP113,MATH
MATH-125g,Calculus I,P,4.0 units,Lecture,39456D,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,KAP144,MATH
,,,,Discussion,39457R,1.0,10:00-10:50am,"Tue, Thu",24.0,0.0,0.0,,KAP140,MATH
,,,,Discussion,39458R,1.0,11:00-11:50am,"Tue, Thu",25.0,0.0,0.0,,KAP140,MATH
,,,,Lecture,39495R,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,THH116,MATH
,,,,Discussion,39496R,1.0,4:00-4:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP166,MATH
,,,,Discussion,39497R,1.0,5:00-5:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP166,MATH
,,,,Lecture,39462D,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,KAP144,MATH
,,,,Discussion,39463R,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP140,MATH
,,,,Discussion,39464R,1.0,3:00-3:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP140,MATH
,,,,Lecture,39465R,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,THH114,MATH
,,,,Discussion,39466R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP167,MATH
,,,,Discussion,39467R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP167,MATH
,,,,Lecture,39468D,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,GFS101,MATH
,,,,Discussion,39469R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP159,MATH
,,,,Discussion,39470R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP159,MATH
,,,,Lecture,39471R,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,DMC152,MATH
,,,,Discussion,39472R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,KAP166,MATH
,,,,Discussion,39473R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,KAP166,MATH
,,,,Lecture,39474R,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,SOSB4,MATH
,,,,Discussion,39475R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP165,MATH
,,,,Discussion,39476R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP165,MATH
,,,,Lecture,39477R,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,KAP146,MATH
,,,,Discussion,39478R,1.0,10:00-10:50am,"Tue, Thu",25.0,0.0,0.0,,KAP148,MATH
,,,,Discussion,39479R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,KAP138,MATH
,,,,Lecture,39480D,1.0,1:00-1:50pm,MWF,49.0,0.0,0.0,,MHPB7B,MATH
,,,,Discussion,39481R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,KAP140,MATH
,,,,Discussion,39482R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,KAP141,MATH
,,,,Lecture,39486D,1.0,2:00-2:50pm,MWF,49.0,0.0,0.0,,SOSB4,MATH
,,,,Discussion,39487R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,THHB10,MATH
,,,,Discussion,39488R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,THHB10,MATH
,,,,Lecture,39489R,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,DMC152,MATH
,,,,Discussion,39490R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,GFS221,MATH
,,,,Discussion,39491R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,GFS221,MATH
,,,,Lecture,39498R,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,SOSB2,MATH
,,,,Discussion,39499R,1.0,3:00-3:50pm,"Tue, Thu",25.0,0.0,0.0,,DMC206,MATH
,,,,Discussion,39522R,1.0,4:00-4:50pm,"Tue, Thu",24.0,0.0,0.0,,DMC206,MATH
MATH-126g,Calculus II,P,4.0 units,Lecture,39500R,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,KAP156,MATH
,,,,Discussion,39501R,1.0,10:00-10:50am,"Tue, Thu",24.0,0.0,0.0,,KAP141,MATH
,,,,Discussion,39502R,1.0,11:00-11:50am,"Tue, Thu",25.0,0.0,0.0,,KAP148,MATH
,,,,Lecture,39504D,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,THH116,MATH
,,,,Discussion,39505R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,KAP148,MATH
,,,,Discussion,39506R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,KAP138,MATH
,,,,Lecture,39512R,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,THH114,MATH
,,,,Discussion,39513R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,GFS221,MATH
,,,,Discussion,39514R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,GFS221,MATH
,,,,Lecture,39516R,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,DMC150,MATH
,,,,Discussion,39517R,1.0,10:00-10:50am,"Tue, Thu",24.0,0.0,0.0,,KAP158,MATH
,,,,Discussion,39518R,1.0,11:00-11:50am,"Tue, Thu",25.0,0.0,0.0,,KAP134,MATH
,,,,Lecture,39519R,1.0,1:00-1:50pm,MWF,49.0,0.0,0.0,,GFS101,MATH
,,,,Discussion,39520R,1.0,5:00-5:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP156,MATH
,,,,Discussion,39521R,1.0,6:00-6:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP113,MATH
MATH-129,Calculus II for Engineers and Scientists,P,4.0 units,Lecture,39524D,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,KAP146,MATH
,,,,Discussion,39525R,1.0,8:00-8:50am,"Tue, Thu",24.0,0.0,0.0,,THH215,MATH
,,,,Discussion,39526R,1.0,9:00-9:50am,"Tue, Thu",25.0,0.0,0.0,,THH215,MATH
,,,,Lecture,39527D,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,KAP144,MATH
,,,,Discussion,39528R,1.0,8:00-8:50am,"Tue, Thu",24.0,0.0,0.0,,KAP137,MATH
,,,,Discussion,39529R,1.0,9:00-9:50am,"Tue, Thu",25.0,0.0,0.0,,KAP137,MATH
MATH-208x,Elementary Probability and Statistics,P,4.0 units,Lecture,39530R,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,LVL16,MATH
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture,39538R,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,SOSB44,MATH
,,,,Discussion,39539R,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,ZHS360,MATH
,,,,Discussion,39540R,1.0,3:00-3:50pm,"Tue, Thu",24.0,0.0,0.0,,ZHS360,MATH
,,,,Lecture,39541D,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,SSL202,MATH
,,,,Discussion,39542R,1.0,8:00-8:50am,"Tue, Thu",24.0,0.0,0.0,,KAP145,MATH
,,,,Discussion,39543R,1.0,9:00-9:50am,"Tue, Thu",25.0,0.0,0.0,,KAP158,MATH
,,,,Lecture,39544R,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,SOSB44,MATH
,,,,Discussion,39545R,1.0,10:00-10:50am,"Tue, Thu",25.0,0.0,0.0,,SOSB37,MATH
,,,,Discussion,39546R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,THH215,MATH
,,,,Lecture,39547R,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,WPHB28,MATH
,,,,Discussion,39548R,1.0,12:00-12:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP137,MATH
,,,,Discussion,39549R,1.0,1:00-1:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP137,MATH
,,,,Lecture,39550R,1.0,1:00-1:50pm,MWF,49.0,0.0,0.0,,DMC100,MATH
,,,,Discussion,39551R,1.0,5:00-5:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP167,MATH
,,,,Discussion,39552R,1.0,6:00-6:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP167,MATH
,,,,Lecture,39535R,1.0,2:00-2:50pm,MWF,49.0,0.0,0.0,,DMC156,MATH
,,,,Discussion,39536R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,WPH207,MATH
,,,,Discussion,39537R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,DMC155,MATH
MATH-226g,Calculus III,P,4.0 units,Lecture,39553R,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,SOSB4,MATH
,,,,Discussion,39554R,1.0,10:00-10:50am,"Tue, Thu",25.0,0.0,0.0,,THHB9,MATH
,,,,Discussion,39555R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,THHB9,MATH
,,,,Lecture,39556D,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,KDC235,MATH
,,,,Discussion,39557R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,SOSB37,MATH
,,,,Discussion,39558R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,SOSB37,MATH
,,,,Lecture,39559D,1.0,10:00-10:50am,MWF,49.0,0.0,0.0,,LVL16,MATH
,,,,Discussion,39560R,1.0,10:00-10:50am,"Tue, Thu",25.0,0.0,0.0,,THHB10,MATH
,,,,Discussion,39561R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,THHB10,MATH
,,,,Lecture,39565R,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,DMC100,MATH
,,,,Discussion,39566R,1.0,12:00-12:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP134,MATH
,,,,Discussion,39567R,1.0,1:00-1:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP134,MATH
,,,,Lecture,39568R,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,WPHB27,MATH
,,,,Discussion,39569R,1.0,2:00-2:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP145,MATH
,,,,Discussion,39570R,1.0,3:00-3:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP145,MATH
,,,,Lecture,39574D,1.0,1:00-1:50pm,MWF,49.0,0.0,0.0,,SGM601,MATH
,,,,Discussion,39575R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,THHB9,MATH
,,,,Discussion,39576R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,THHB9,MATH
MATH-229,Calculus III for Engineers and Scientists,P,4.0 units,Lecture,39580D,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,LVL17,MATH
,,,,Discussion,39581R,1.0,8:00-8:50am,"Tue, Thu",24.0,0.0,0.0,,KAP147,MATH
,,,,Discussion,39582R,1.0,9:00-9:50am,"Tue, Thu",25.0,0.0,0.0,,KAP147,MATH
,,,,Lecture,39586D,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,MHPB7B,MATH
,,,,Discussion,39587R,1.0,10:00-10:50am,"Tue, Thu",25.0,0.0,0.0,,GFS228,MATH
,,,,Discussion,39588R,1.0,11:00-11:50am,"Tue, Thu",24.0,0.0,0.0,,GFS228,MATH
MATH-245,Mathematics of Physics and Engineering I,P,4.0 units,Lecture,39598D,1.0,11:00-11:50am,MWF,49.0,0.0,0.0,,THH116,MATH
,,,,Discussion,39599R,1.0,12:00-12:50pm,"Tue, Thu",25.0,0.0,0.0,,GFS228,MATH
,,,,Discussion,39600R,1.0,1:00-1:50pm,"Tue, Thu",24.0,0.0,0.0,,GFS228,MATH
,,,,Lecture,39602D,1.0,12:00-12:50pm,MWF,49.0,0.0,0.0,,GFS101,MATH
,,,,Discussion,39603R,1.0,8:00-8:50am,"Tue, Thu",25.0,0.0,0.0,,GFS229,MATH
,,,,Discussion,39604R,1.0,9:00-9:50am,"Tue, Thu",24.0,0.0,0.0,,KAP144,MATH
,,,,Lecture,39606D,1.0,1:00-1:50pm,MWF,49.0,0.0,0.0,,SOSB44,MATH
,,,,Discussion,39607R,1.0,2:00-2:50pm,"Tue, Thu",25.0,0.0,0.0,,KAP164,MATH
,,,,Discussion,39608R,1.0,3:00-3:50pm,"Tue, Thu",24.0,0.0,0.0,,KAP164,MATH
MATH-290,Mathematical Reasoning and Problem Solving,P,4.0 units,Lecture,39610R,1.0,1:00-1:50pm,MWF,27.0,0.0,0.0,,THH118,MATH
,,,,Discussion,39612R,1.0,11:00-11:50am,"Tue, Thu",27.0,0.0,0.0,,DMC155,MATH
MATH-307,Statistical Inference and Data Analysis I,P,4.0 units,Lecture,39615R,1.0,1:00-1:50pm,MWF,30.0,0.0,0.0,,KAP140,MATH
,,,,Discussion,39616R,1.0,9:00-9:50am,"Tue, Thu",30.0,0.0,0.0,,KAP140,MATH
MATH-395,Seminar in Problem Solving,,"2.0 units, max 8",Lecture,39620R,1.0,TBA,,20.0,0.0,0.0,,OFFICE,MATH
MATH-407,Probability Theory,P,4.0 units,Lecture,39625R,1.0,9:00-9:50am,MWF,49.0,0.0,0.0,,VPD105,MATH
,,,,Discussion,39626R,1.0,8:00-8:50am,"Tue, Thu",24.0,0.0,0.0,,DMC105,MATH
