Course number,Course title,Instructor
CMGT-550,Hollywood 3.0-Entertainment Industry in the Convergence Age,Andy Merkin
CMGT-551,Communicating Entertainment Media Identities,Allan Gungormez Monica Koyama
CMGT-554,Copywriting and Creativity,Eric Markgraf
CMGT-555,Online Marketing Communication Development and Analysis,Mayanna Framroze
,,Rich Guest
CMGT-556,Global Marketing Communication,Ted Skidmore
CMGT-558,International Entertainment Marketplaces,Paolo Sigismondi
,,Ted Skidmore
CMGT-564,Methodological Fundamentals of Big Data in Communication,Ben Lee
,,Ben Lee
CMGT-568,Influencer Strategies,Freddy Nager
,,Freddy Nager
CMGT-576,Communication Strategies for Conflict Management,Colleen Keough
CMGT-587,Audience Analysis,Leah Gunn
,,Austin Roy
CMGT-588,Global Storytelling: The Power of Narrative,Daniela Kon Lieberberg
CMGT-589,"Storytelling, Culture and Experiential Communication",Mayanna Framroze
CMGT-590,Directed Research,
,,
,,
,,
,,
,,
CMGT-591,Communication Internship,
,,
,,
,,
,,
,,
,,
CMGT-597a,Communication Research Practicum,Ben Lee
,,Brad Shipley
,,Ben Lee
,,Brad Shipley
CMGT-597b,Communication Research Practicum,Ben Lee
,,Brad Shipley
CMGT-599,Special Topics,
,Strategic Marketing Communication for Hospitality and Tourism,
,Building and Growing Communities for Live Games,Steven Fowler II
CTIN-101,Fundamentals of Procedural Media,
CTIN-180,Video Game Production,Kyle Ackerman
CTIN-190,Introduction to Interactive Entertainment,
CTIN-191,Survey of Themed Entertainment,
CTIN-289,Game Development Fundamentals,
CTIN-290,Digital Media Workshop,
CTIN-291,Crew for Advanced Game Project,
CTIN-389,Game Development Principles,
,,
CTIN-395,Miniature Golf Design,
CTIN-401L,Interface Design for Games,
CTIN-409,Producing Interactive Projects,
CTIN-411,Tabletop Game Mechanics Seminar,
CTIN-412,Interactive Systems Design,
CTIN-444,Audio Expression,
CTIN-452L,Themed Entertainment Design,
CTIN-457,Themed Entertainment Business Operations,
CTIN-458,Business and Management of Games,
CTIN-463,Anatomy of a Game,
CTIN-468,Advanced Games Business,
CTIN-487,Streaming Explorations: Games and Entertainment for Communit,
CTIN-488,Game Design Workshop,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
CTIN-489L,Intermediate Game Design and Production,
,,
CTIN-490x,Directed Research,
CTIN-491L,Advanced Game Project I,
,,
,,
CTIN-492L,Experimental Game Topics,
CTIN-495,Advanced Themed Entertainment Design,
CTIN-529a,Graduate Advanced Game Project,
CTIN-532L,Interactive Design and Production I,
,,
CTIN-534L,Experiments in Interactivity I,
,,
CTIN-541,Design for Interactive Media,
,,
CTIN-575,Health and Interactive Entertainment Research Lab,
CTIN-583,Game Development for Designers,
CTIN-590,Directed Research,
CTIN-591,Crew for Graduate Advanced Game Project,
CTIN-593,Integrative Project: Media-based Interventions in Healthcare,
CTIN-594a,Master's Thesis,
DSCI-250,Introduction to Data Science,
DSCI-351,Foundations of Data Management,
DSCI-352,Applied Machine Learning and Data Mining,
DSCI-429,Security and Privacy,
DSCI-510,Principles of Programming for Data Science,
,,
,,
,,
,,
,,
DSCI-517,Research Methods and Analysis for User Studies,
,,
DSCI-519,Foundations and Policy for Information Security,
,,
DSCI-523,Computer Systems Assurance,
,,
DSCI-534,Biomedical Data Privacy Issues and Solutions,
,,
DSCI-549,Introduction to Computational Thinking and Data Science,
,,
DSCI-550,Data Science at Scale,
,,
DSCI-551,Foundations of Data Management,
,,
,,
DSCI-552,Machine Learning for Data Science,
,,
,,
DSCI-553,Foundations and Applications of Data Mining,
,,
DSCI-554,Data Visualization,
DSCI-556,User Experience Design and Strategy,
,,
DSCI-560,Data Science Professional Practicum,
DSCI-561,Predictive Analytics,
,,
,,Tao Ma
,,
,,
DSCI-562,Integration of Medical Imaging Systems,Brent Liu
,,Brent Liu
DSCI-565,Introduction to Deep Learning for Data Science,
DSCI-590,Directed Research,
EALC-101x,Conversational Chinese and Intercultural Communication,Xiang Jian
,,Xiang Jian
EALC-102,"Language, Art and Culture: Calligraphy",Yu-Chi Kuo
,,Hsiao-Yun Liao
,,Yi-Hsien Liu
,,Yu-Chi Kuo
EALC-104,Chinese I,Yu-Chi Kuo
,,Yu-Chi Kuo
EALC-106,Chinese II,Xiang Jian
,,Tin-Yu Tseng
,,Tin-Yu Tseng
EALC-110gp,East Asian Humanities: The Great Tradition,Wanmeng Li
,,
,,
EALC-115,Korean I,Woojoo Kim
,,Woojoo Kim
,,
EALC-117,Korean II,Seojin Park
,,Seojin Park
,,Seojin Park
EALC-120,Japanese I,Maki Irie
,,Maki Irie
,,Yuka Kumagai
,,
EALC-121,Extensive Reading in Japanese I,Yuka Kumagai
EALC-122,Japanese II,Mamiko Konno
,,Mitsuhiro Kono
,,Mitsuhiro Kono
EALC-145g,"Introduction to Chinese Culture, Art and Literature",Mengxiao Wang
,,
,,
EALC-150gw,Global Chinese Cinema and Cultural Studies,Brian Bernards
,,
,,
,,
,,
,,
,,
EALC-204,Chinese III,Christopher Magriney
,,Yi-Hsien Liu
,,Christopher Magriney
,,Yi-Hsien Liu
EALC-206,Chinese IV,Christopher Magriney
EALC-215,Korean III,Bo Hyun Kim
,,Bo Hyun Kim
EALC-217,Korean IV,Eunju Na
EALC-220,Japanese III,Masako Tamanaha
,,Masako Tamanaha
,,Mamiko Konno
EALC-221,Extensive Reading in Japanese II,Yuka Kumagai
EALC-222,Japanese IV,Yumi Matsumoto
EALC-250,"Nation, Culture and Power in East Asia",Jenny Chio
EALC-304,Advanced Modern Chinese I,Tin-Yu Tseng
EALC-306,Advanced Modern Chinese II,Hsiao-Yun Liao
EALC-315,Advanced Korean I,Seojin Park
EALC-320,Advanced Japanese I,Masako Tamanaha
EALC-322,Advanced Japanese II,Mitsuhiro Kono
EALC-342gp,Japanese Literature and Culture,Kerim Yasar
,,
,,
EALC-350gp,Chinese Civilization,Bettine Birge
,,
,,
EALC-358g,Transnational Chinese Literature and Culture,Kin Tak Raymond Tsang
,,
,,
EALC-366,Chinese Professional Internship: Communication and Culture,Christopher Magriney
EALC-380,Cultural Topics in East Asian Literature,Kangni Huang
EALC-400,Classical Chinese I,Mengxiao Wang
EALC-406,Advanced Modern Chinese IV,Xiang Jian
EALC-412a,Business Chinese,Yi-Hsien Liu
EALC-418,Korean Multiliteracy in Contemporary Contexts,Eunju Na
EALC-422,Advanced Japanese III,Maki Irie
EALC-483,East Asian Garden and Designed Landscape,Miya Elise Desjardins
EALC-490x,Directed Research,
EALC-494a,Honors Thesis,
EALC-494b,Honors Thesis,
EALC-509,Transnational Korean Cinema,Youngmin Choe
EALC-531,Proseminar in Chinese Cultural History,Bettine Birge
EALC-535,Proseminar in Chinese Visual Culture,Jenny Chio
EALC-588a,Directed Readings,
EALC-588b,Directed Readings,
EALC-590,Directed Research,
EALC-593,Teaching Practicum for East Asian Studies,
EALC-594a,Master's Thesis,
EALC-594b,Master's Thesis,
EALC-594z,Master's Thesis,
EALC-794a,Doctoral Dissertation,
EALC-794b,Doctoral Dissertation,
EALC-794c,Doctoral Dissertation,
EALC-794d,Doctoral Dissertation,
EALC-794z,Doctoral Dissertation,
EE-105,Introduction to Electrical Engineering,Yasser Khan
EE-109L,Introduction to Embedded Systems,
,,
,,
,,
,,
,,
,,
,,
,,
,,
EE-141L,Applied Linear Algebra for Engineering,Todd Brun
,,
,,
,,
,,
EE-155L,Introduction to Computer Programming for Electrical Engineers,Ajitesh Srivastava
,,
EE-202L,Linear Circuits,Susan Schober
,,Susan Schober
,,
,,
,,
EE-250L,Distributed Systems for the Internet of Things,Bhaskar Krishnamachari
,,
,,
EE-301,Linear Systems,Chris Kyriakakis
,,Chris Kyriakakis
EE-338,Physical Electronics,Stephen Cronin
,,Stephen Cronin
EE-348L,Electronic Circuits,Susan Schober
EE-354L,Introduction to Digital Circuits,Gandhi Puvvada
,,
,,
,,
,,
EE-364,Introduction to Probability and Statistics for Electrical Engineering and Computer Science,Leana Golubchik
,,Leana Golubchik
,,Michael Neely
,,Michael Neely
EE-370L,Electromagnetics for Engineering Systems,Gianluca Lazzi
,,Gianluca Lazzi
,,Aluizio Prata
,,Aluizio Prata
EE-443,Introduction to Power Systems,Mohammed Beshir
,,
EE-444,Power Systems Technology,Mohammed Beshir
,,
,,
,,
EE-445L,Introduction to Robotics,
,,Heather Culbertson
,,
,,
EE-450,Introduction to Computer Networks,Feng Qian
,,Feng Qian
,,Cauligi Raghavendra
,,Cauligi Raghavendra
,,Ali Zahid
,,Ali Zahid
,,Ali Zahid
,,Ali Zahid
,,Ali Zahid
,,Ali Zahid
EE-451,Parallel and Distributed Computation,
,,
EE-454L,Introduction to System-on-Chip,Shahin Nazarian
,,
EE-455x,Introduction to Programming Systems Design,Claire Bono
,,
,,
,,
,,
,,Claire Bono
,,
EE-457,Computer Systems Organization,Gandhi Puvvada
,,
,,Gandhi Puvvada
,,
,,
,,
,,
,,
EE-477L,MOS VLSI Circuit Design,Shahin Nazarian Massoud Pedram
,,Shahin Nazarian
,,Shahin Nazarian
,,
,,
,,
,,
,,
EE-482,Linear Control Systems,Richard Chiang
,,
,,
EE-483,Introduction to Digital Signal Processing,Justin Haldar
,,Justin Haldar
,,
,,
EE-490x,Directed Research,Michelle Povinelli Bhaskar Krishnamachari
EE-494a,Undergraduate Thesis,
EE-494b,Undergraduate Thesis,
EE-503,Probability for Electrical and Computer Engineers,Brandon Franzke
,,Brandon Franzke
,,
,,Bart Kosko
,,Bart Kosko
,,Andreas Molisch
,,Andreas Molisch
,,Andreas Molisch
,,Andreas Molisch
EE-507,Micro- and Nano-Fabrication Technology,Wei Wu
EE-509,Nanophotonics and Metamaterials,Michelle Povinelli
EE-510,Linear Algebra for Engineering,
,,
,,
,,
,,
,,
EE-511,Machine Learning Hardware Accelerators,Mehdi Kamal
,,
EE-512,Stochastic Processes for Financial Engineering,George Papavassilopoulos
,,George Papavassilopoulos
,,
,,
EE-514,Quantum Error Correction,Daniel Lidar
EE-515,"Quantum Sensing: Machine Learning, Inference and Information",Quntao Zhuang
EE-516,High-Voltage DC Transmission Systems,Mohammed Beshir
,,Mohammed Beshir
EE-518,Mathematics and Tools for Financial Engineering,George Papavassilopoulos
,,George Papavassilopoulos
,,
,,
EE-520,Introduction to Quantum Information Processing,Todd Brun
EE-525,Power System Protection,Backer Abu-Jaradeh
,,Backer Abu-Jaradeh
EE-530,"Optical Materials, Instruments and Devices",Demetri Christodoulides
EE-534,Materials Characterization,
EE-536a,Analog Integrated Circuits,Mike Shuo-Wei Chen
,,Mike Shuo-Wei Chen
,,
,,
EE-537,Modern Solid-State Devices,Chongwu Zhou
EE-538,Computing Principles for Electrical Engineers,Arash Saifhashemi
,,Arash Saifhashemi
,,
,,
EE-539,Engineering Quantum Mechanics,Tony Levi
,,
EE-541,A Computational Introduction to Deep Learning,Brandon Franzke
EE-542,Internet and Cloud Computing,Young Cho
EE-545,Robotics,
,,Daniel Seita
,,
EE-546,Mathematics of High-Dimensional Data,Mahdi Soltanolkotabi
EE-547,Applied and Cloud Computing for Electrical Engineers,Brandon Franzke
,,Brandon Franzke
EE-554,Cyber-Physical Systems: A Computing Perspective,Paul Bogdan
,,
,,
EE-557,Computer Systems Architecture,Murali Annavaram
,,Murali Annavaram
,,
,,
EE-561,Foundations of Artificial Intelligence,Wei-Min Shen
,,
,,
,,Wei-Min Shen
,,
,,
EE-572L,Electromagnetic Wave Engineering,Aluizio Prata
,,
EE-576,Integrated Memory Devices and Technologies,Joshua Yang
,,Joshua Yang
,,
,,
EE-577a,VLSI System Design,Sandeep Gupta Sridhar Narayanan
,,
,,
,,
,,
,,
EE-577b,VLSI System Design,Moe Tabar
,,
,,Moe Tabar
,,
EE-585,Linear System Theory,Mihailo Jovanovic
,,Mihailo Jovanovic
EE-588,Optimization for the Information and Data Sciences,Mahdi Soltanolkotabi
,,
EE-641,Deep Learning Systems,Brandon Franzke
EE-653,Advanced Topics in Microarchitecture,Murali Annavaram
EE-658,Diagnosis and Design of Reliable Digital Systems,Moe Tabar
EE-660,Machine Learning II: Mathematical Foundations and Methods,Stephen Tu
,,Stephen Tu
,,
,,
EE-675,Data Analysis and Control Techniques for Neurotechnology Des,Maryam Shanechi
EE-676,Advanced Computer Vision,Ramakant Nevatia
,,Ramakant Nevatia
EE-682,"Law, AI and Intellectual Property for Engineers",Bart Kosko
EE-690,Directed Research,
EE-698,Doctoral Seminar Series,
EE-790,Research,
EE-794a,Doctoral Dissertation,
EE-794b,Doctoral Dissertation,
EE-794c,Doctoral Dissertation,
EE-794d,Doctoral Dissertation,
EE-794z,Doctoral Dissertation,
FBE-206,The Power of Personal Finance,
,,
FBE-391,Real Estate Finance and Investment,Selale Tuzel
,,Selale Tuzel
FBE-400x,Introduction to Real Estate Finance and Development,
FBE-403,Introduction to the Legal Environment of Business,Kevin Fields
FBE-421,Financial Analysis and Valuation,Julia Plotts
,,Julia Plotts
,,Julia Plotts
,,Scott Abrams
FBE-423,Introduction to Venture Capital and Private Equity,
FBE-424,Financial Institutions and Capital Markets,
FBE-427,Real Estate Law,
FBE-428,Introduction to Employment Law,
FBE-429,International Business Law,
FBE-430,Introduction to Decentralized Finance - DeFi,
FBE-432,Corporate Financial Strategy,
FBE-435,Applied Finance in Fixed Income Securities,
FBE-437,Entrepreneurial Finance: Financial Management for Developing Firms,Duke Bristow
,,Duke Bristow
FBE-441,Investments,
,,
FBE-453,Practicum in Investment Management - Security Selection,
FBE-458,"Law of Forming, Financing and Managing Businesses",
FBE-459,Financial Derivatives,
FBE-462,"International Trade, Finance and Commercial Policy",
FBE-465,Real Estate Analysis and Computer Modeling,
FBE-468,International Real Estate Analysis,
FBE-491,Real Estate Finance Colloquium,
FBE-501,Investment Banking Fundamentals,Brian Little
FBE-505,Behavioral Finance,
FBE-506,Quantitative Methods in Finance,Mohammad Safarzadeh
,,Mohammad Safarzadeh
FBE-523,Venture Capital and Private Equity,
FBE-524,Money and Capital Markets,
FBE-527,Entrepreneurial Finance: Financial Management for Developing Firms,Duke Bristow
,,Duke Bristow
FBE-529,Financial Analysis and Valuation,Scott Abrams
FBE-530,Decentralized Finance (DeFi),
FBE-531,Corporate Financial Policy and Corporate Governance,Kenneth Ahern
,,Kenneth Ahern
FBE-532,Corporate Financial Strategy,Ayca Altintig
FBE-551,Quantitative Investing,Shane Shepherd
,,
FBE-553a,Applied Portfolio Management,Suh-Pyng Ku
FBE-555,Investment Analysis and Portfolio Management,
,,
FBE-558,"Law for Structuring, Financing, and Managing Businesses",Kerry Fields
FBE-559,Management of Financial Risk,Jason Donaldson
FBE-560,Mergers and Acquisitions,
FBE-589,Mortgages and Mortgage-Backed Securities and Markets,Richard Green
FBE-590,Directed Research,
FBE-591,Real Estate Finance and Investment,
FBE-593,Independent Research in Finance or Business Economics,
FBE-595,Internship in Finance or Business Economics,
FBE-596,Research Practicum in Finance or Business Economics,
,,
FBE-597,Consulting Project in Finance or Business Economics,
FBE-621,Research Forum,Kenneth Ahern Lukas Schmid
FBE-670,Selected Topics in Finance Research,
,Psychology and Financial Markets,
FREN-012x,French 120 Language Practicum,
FREN-015x,French 150 Language Practicum,Guilan Siassi
FREN-120,French I,Julia Chamberlin
,,Julia Chamberlin
,,
,,
FREN-150,French II,Guilan Siassi
,,Guilan Siassi
,,Jennifer Misran
,,Jennifer Misran
,,Jennifer Misran
,,Mina Soroosh
FREN-175,Accelerated French for Speakers of Spanish and Other Romance Languages,Ruggero Sciuto
FREN-220,French III,Nathalie Burle
,,Nathalie Burle
,,Rania Ben Amor
,,Rania Ben Amor
,,Rania Ben Amor
,,Mina Soroosh
,,Mina Soroosh
,,
FREN-235x,Intermediate Conversational French,Julia Chamberlin
FREN-250,French IV,Robert Decker
,,
FREN-270gw,Black Europe,Edwin Hill
,,
,,
,,
,,
FREN-272gp,"Medicine, Health and the Body in Literature and Culture",Julie Van Dam
FREN-300,French Grammar and Composition,Atiyeh Showrai
FREN-330,Critical Writing in French,Beatrice Mousli
FREN-347g,"Race, Gender and Power in Francophone Literature",Robert Decker
FREN-383,French Women Writers,Antonia Szabari
FREN-393,Theories and Theorists,Natania Meeker
FREN-404,Studies in an Author,Panivong Norindr
FREN-448m,France and Islam,Olivia C Harrison
FREN-490x,Directed Research,
FREN-500,Pro-Seminar in French and Francophone Studies,Edwin Hill
FREN-592,Practicum in Teaching French,Julia Chamberlin
GEOL-105Lg,Planet Earth,Sylvain Barbot
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
GEOL-107Lg,Oceanography,Karen Lloyd
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
GEOL-150Lg,Climate Change,Lowell Stott
,,
,,
,,
,,
,,
,,
,,
,,
,,
GEOL-160Lg,Introduction to Geosystems,Steve Lund
,,
,,
,,
,,
,,
,,
GEOL-240Lg,Earthquakes,James Dolan
,,
,,
,,
,,
,,
,,
GEOL-290L,Special Laboratory,
,Tba,Frank Corsetti
GEOL-315L,Minerals and Earth Systems,Caroline Seyler
,,
GEOL-320L,Surficial Processes and Stratigraphic Systems,Frank Corsetti
,,
GEOL-425L,Data Analysis in the Earth and Environmental Sciences,Julien Emile-Geay
,,
GEOL-432L,Introduction to Field Techniques,Noah Phillips
,,
GEOL-470L,Environmental Hydrogeology,Josh West
,,
GEOL-490x,Directed Research,David Bottjer
GEOL-494x,Senior Thesis,David Bottjer
GEOL-501,Paleobiology,David Bottjer
GEOL-512,Introduction to Chemical and Physical Oceanography,
,,
GEOL-513,Practical Carbonate Chemistry,William Berelson
GEOL-558,Inverse Theory in the Earth Sciences,Heidi Houston
GEOL-564,Isotope Geochemistry,Seth John
GEOL-566,Geochemistry Seminar,Josh West
GEOL-590,Directed Research,Frank Corsetti
GEOL-593,Practicum in Teaching the Liberal Arts,William Berelson
GEOL-594a,Master's Thesis,
GEOL-594b,Master's Thesis,
GEOL-594z,Master's Thesis,
GEOL-600,Earth Sciences Colloquium,John Vidale
GEOL-609,Seminar in Earthquake Physics,John Vidale
GEOL-790,Research,Frank Corsetti
GEOL-794a,Doctoral Dissertation,
GEOL-794b,Doctoral Dissertation,
GEOL-794c,Doctoral Dissertation,
GEOL-794d,Doctoral Dissertation,
GEOL-794z,Doctoral Dissertation,
GERO-200,Gerontology: The Science of Adult Development,John Walsh Julia Walsh
GERO-300,Introduction to Geroscience Research,Sean Curran
GERO-301,Current Topics in Geroscience Research,Sean Curran
GERO-310,Physiology of Aging,John Walsh Tara Mastro
GERO-320g,Psychology of Adult Development,Deborah Fui-Yuen Hoe
GERO-321,Introduction to Psychology and Aging,Deborah Fui-Yuen Hoe
GERO-330,Society and Adult Development,Deborah Fui-Yuen Hoe
GERO-380m,Diversity in Aging,Julie Bates Tameka Brown
GERO-411L,"Physiology, Nutrition, and Aging",Valter Longo
GERO-415,Neuroaffective Disorders of Aging,Teal Eich
GERO-461,Seminar in Molecular and Computational Biology,
,The Cellular Basis of Learning and Memory,Don Arnold
GERO-470,Aging and Business,Deborah Fui-Yuen Hoe
GERO-475,Ethical Issues in Geriatric Health Care,Caroline Cicero
GERO-478,"Genetics of Aging in UK, Ireland and the United States",Sean Curran
GERO-483,Global Health and Aging,Aaron Hagedorn
GERO-490x,Directed Research,
GERO-491,Practicum,Aaron Hagedorn
GERO-495,Practicum in Geriatric Care,Roberto Vicinanza
GERO-497a,Honors Seminar,Tara Mastro
GERO-497b,Honors Seminar,Tara Mastro
GERO-497c,Honors Seminar,Tara Mastro
GERO-500,Perspectives on a Changing Society: An Introduction to Aging,Aaron Hagedorn
,,Caroline Cicero
GERO-501,Applied Legal and Regulatory Issues in Aging,Julia Walsh
,,Julia Walsh
GERO-502,Marketing and Shifts in Consumer Decision Making,Joshua Johnson James Biggs
,,Joshua Johnson James Biggs
GERO-504,Current Issues in Aging Services Management,James Biggs Joshua Johnson
,,
GERO-507,End of Life Care,Susan Enguidanos
,,Susan Enguidanos
GERO-510,Physiology of Development and Aging,Changhan Lee
,,Changhan Lee
GERO-511,Fundamentals of Clinical Nutrition Screening and Assessment,Socorro Carranza
,,Socorro Carranza
GERO-512,Communicating Nutrition and Health,Carin Kreutzer
,,Carin Kreutzer
GERO-513,Fundamentals of Nutrition: Macronutrients,Roberto Vicinanza
,,Roberto Vicinanza
GERO-515L,Food Production and Food Service Management,Nick Padula
,,Nick Padula
GERO-518,Current Topics in Clinical Nutrition,Carin Kreutzer
,,Carin Kreutzer
GERO-520,Life Span Developmental Psychology,Elizabeth Zelinski Paul Nash
,,Elizabeth Zelinski Paul Nash
GERO-530,Life Span Developmental Sociology,Paul Nash Lauren Brown
,,Paul Nash Lauren Brown
GERO-540,Social Policy and Aging,Kate Wilber Mireille Jacobson
,,Kate Wilber Mireille Jacobson
GERO-555,Integrating Gerontology: A Multidisciplinary Approach,Andrei Irimia
,,Andrei Irimia
GERO-564,"Multiple Chronic Conditions, Polypharmacy and Geriatric Synd",Roberto Vicinanza
,,Roberto Vicinanza
GERO-566,Cognitive Decline: Alzheimer's Disease and Dementia and Adva,Daniel Nation
,,Daniel Nation
GERO-567,"Prevention of Chronic Diseases through Nutrition, Physical A",Roberto Vicinanza Julie Pollard
,,Roberto Vicinanza Julie Pollard
GERO-568,Adaptive Age-Friendly Environments and Injury Prevention,Manuel Acevedo
,,Manuel Acevedo
GERO-574,Leadership and Management in Senior Living,Joshua Johnson James Biggs
,,Joshua Johnson James Biggs
GERO-576,Finance and Senior Living,DeWayne Mc Mullin
,,DeWayne Mc Mullin
GERO-578,Revenue Management for Senior Living,DeWayne Mc Mullin
,,DeWayne Mc Mullin
GERO-589,Case Studies in Leadership and Change Management,
,,
GERO-590,Directed Research,Carin Kreutzer
,,Carin Kreutzer
,,
GERO-591,Field Practicum,Carin Kreutzer Nick Padula
,,Aaron Hagedorn
,,Aaron Hagedorn
,,Carin Kreutzer Nick Padula
GERO-593,Research Methods,Tara Mastro Michelle Keller
,,Tara Mastro Michelle Keller
GERO-600,Geroscience: Molecular and Cellular Biology,Christian Pike
,,Christian Pike
GERO-602a,Seminar on Discoveries in Biogerontology,Christian Pike Valter Longo
GERO-603,Research Integrity,Cristal Hill
GERO-604,Geroscience Scientific Writing,Ryo Sanabria
GERO-614L,Laboratory Rotations in the Biology of Aging,Sean Curran
GERO-619,Neuroscience of Human Aging,Mara Mather
GERO-790,Research,Sean Curran
,,Sean Curran
,,Sean Curran
GERO-794a,Doctoral Dissertation,
,,
,,
GERO-794b,Doctoral Dissertation,
,,
,,
GERO-794c,Doctoral Dissertation,
,,
,,
GERO-794d,Doctoral Dissertation,
,,
,,
GERO-794z,Doctoral Dissertation,
,,
,,
HBIO-120,Introduction to Human and Evolutionary Biology,Helaine Lopes
HBIO-200Lg,The Human Animal,Chrisandra Kufeldt
,,
,,
,,
,,
,,
,,
,,
,,
,,
HBIO-202g,Nutrition for Life,Gioia Polidori
,,Helaine Lopes
,,Helaine Lopes
,,Joshua Carlos
,,Joshua Carlos
,,Joshua Carlos
,,Gudrun Floyd
HBIO-205Lxg,The Science of Sport,Helen (Eleni) Soultanakis
,,Helen (Eleni) Soultanakis
,,Joshua Carlos
,,Joshua Carlos
,,Gudrun Floyd
,,Lisa Le
,,Lisa Le
,,Lisa Le
,,Gudrun Floyd
,,
HBIO-210Lg,Mediterranean and Healthy Lifestyles in the World,Helen (Eleni) Soultanakis
,,Gudrun Floyd
,,Gudrun Floyd
HBIO-250g,The Pharmacology of Performance-Enhancing Drugs,Kurt Kwast
,,
,,
,,
,,
HBIO-300,"Evolution, Ecology, and Culture",Michael Campbell
HBIO-301L,Human Anatomy,Kurt Kwast
,,Joshua Carlos
,,Joshua Carlos
,,Jose Ubeda
,,Jose Ubeda
,,Jose Ubeda
,,Lisa Le
,,Lisa Le
HBIO-302L,Nutrition and Metabolism,Tito Borner
,,Charles (Kiki) Crawford
,,Gudrun Floyd
,,
,,
,,Gudrun Floyd
,,Gudrun Floyd
,,
,,
HBIO-308,Origins and Evolution of Human Behavior,Chrisandra Kufeldt
HBIO-309,The Human Machine,Chrisandra Kufeldt
HBIO-360L,Nutrition and Disease,Gioia Polidori
,,Lisa Le
,,Lisa Le
,,
,,Charles (Kiki) Crawford
,,Charles (Kiki) Crawford
HBIO-408L,Biomechanics,Laura Held
,,Shannon Cross
,,Shannon Cross
,,Shannon Cross
,,Shannon Cross
HBIO-420L,Applied Human Physiology,Kurt Kwast
,,Gudrun Floyd
,,Joshua Carlos
,,Lisa Le
HBIO-441L,Prevention of Athletic Injuries,Helaine Lopes
HBIO-491,Laboratory Experience in Kinesiology,
IML-140,Workshop in Multimedia Authoring,
,Short Form Video Storytelling for the Web,Jeanne Jo
IML-201,The Languages of Digital Media,David Johnson
IML-202,Media Arts and Practice Studio I,Evan Hughes
,,Michael Bodie
IML-230,Introduction to Visual Design,Renee Reizman
IML-288,Introduction to Creative Coding,Jeanne Jo
IML-300,Introduction to Creative Web Programming,Qianqian Ye
IML-310,Professionalism for Media Arts,Ashley York
IML-328,Introduction to Sound,Kim Zumpfe
IML-335,Introduction to Video,Ashley York
IML-346,Methods in Digital Research,Virginia Kuhn
IML-354,Introduction to 3-D Modeling,Carrie Chen
IML-424,The Music Festival Experience,Evan Hughes
IML-430,Advanced Platform: Visual Design,
IML-440,Thesis Studio,Elizabeth Ramsey
,,David Johnson
IML-453,Design Fiction and Speculative Futures,Aisling Kelliher
IML-454,Advanced Platform: 3-D Design,Todd Furmanski
IML-466,Digital Studies Symposium,Holly Willis
IML-477,Embodied Storytelling and Immersive Docu-Narratives,Michael Bodie
IML-490,Directed Research,
,,
IML-501L,Digital Media Authorship and the Archive,Virginia Kuhn
IML-560,Embodied Knowledge and the Fantastical,Virginia Kuhn
IML-570,Topics in Ethnographic Media Arts,
,Ethnofiction,Stephanie Spray
IML-575,Graduate Media Arts Research Lab,
,"World Building, Narrative Design and Design Visualization",Alexander Mcdowell
,"Media, Machines and Memoirs",Aisling Kelliher
IML-590,Directed Research,
,,
,,
IML-602,Practice of Media Arts,
IML-607,Critique and Criticality,
IML-794a,Doctoral Dissertation,
IML-794b,Doctoral Dissertation,
IML-794c,Doctoral Dissertation,
IML-794d,Doctoral Dissertation,
IML-794z,Doctoral Dissertation,
IR-101xgw,International Relations,Douglas Becker
,,
,,
,,
,,
,,
,,
IR-150xg,Environmental Issues in Society,Shannon Gibson
IR-210gw,International Relations: Introductory Analysis,
,,Steven Lamy
,,
,,
,,
,,
,,
IR-211g,International Relations: Approaches to Research,Megan Becker
,,
,,
IR-212,Historical Approaches to International Relations,Jacques Hymans
,,
,,
IR-213,The Global Economy,Alix Ziff
,,
,,
IR-304,National Intelligence and the Shaping of Policy,Derek Grossman
IR-305w,Managing New Global Challenges,Alix Ziff
IR-307,Contemporary International Politics,
,Human Rights in Post-Soviet Eurasia,Steve Swerdlow
IR-316,Gender and Global Issues,Sara Angevine
IR-320,Technology and International Relations,Robert English
IR-324,Multinational Enterprises and World Politics,Douglas Becker
IR-325,North-South Relations in the Global Economy,
IR-330,Politics of the World Economy,Iva Bozovic
IR-339,Public Health and International Relations,Heather Wipfli
IR-341,Foreign Policy Analysis,Jeffrey Fields
IR-342,The Politics and Strategy of Weapons of Mass Destruction,
,The Politics and Strategy of Weapons of Mass Destruction,Jonathan Markowitz
IR-364,The Political Economy of Latin American Development,Monica Unda Gutierrez
IR-365,Politics and Democracy in Latin America,Gerardo Munck
IR-384,Asian Security Issues,Derek Grossman
IR-391,Directed International Relations Field Study,Iva Bozovic
IR-401,The United Nations and World Order,Douglas Becker
IR-402,Theories of War,Megan Becker
IR-412,Applied Data Science for International Relations 1,Benjamin A.T. Graham
IR-431,"Commercial and Financial Globalization-Trends, Challenges",Joshua Aizenman
